reporting_dt,application_id,predict_proba_0,predict_proba_1
2023-09-14,53052796,0.6039156099516831,0.3960843900483169
2023-09-13,53037618,0.856875737763874,0.14312426223612598
2023-09-14,53034672,0.782975237104854,0.217024762895146
2023-08-17,52270249,0.7472317038885662,0.2527682961114338
2023-09-14,53062641,0.6414418089427383,0.35855819105726167
2023-08-24,52464144,0.7802317769852419,0.2197682230147581
2023-07-22,51612407,0.8935903650253945,0.10640963497460551
2023-09-11,52975422,0.8925155244690632,0.10748447553093675
2023-08-21,52374080,0.72024136000812,0.27975863999188
2023-09-12,53007549,0.7154244833413906,0.28457551665860936
2023-08-21,52376693,0.6806621471024723,0.31933785289752775
2023-09-10,52940590,0.7180097329267906,0.2819902670732094
2023-09-09,52926584,0.7300573195617976,0.26994268043820235
2023-08-07,52017557,0.6957659406607148,0.3042340593392852
2023-08-29,52608120,0.6849121777207383,0.3150878222792617
2023-09-05,52820667,0.7717099416717155,0.22829005832828453
2023-08-29,52606147,0.7972860520292919,0.20271394797070802
2023-09-04,52770057,0.7649214714242932,0.2350785285757068
2023-09-02,52721562,0.8500840275102635,0.14991597248973657
2023-08-20,52361465,0.752125285303372,0.24787471469662797
2023-09-15,53071762,0.885748405188297,0.114251594811703
2023-08-29,52610685,0.8107739955554185,0.18922600444458143
2023-07-25,51675516,0.7728493550040103,0.2271506449959897
2023-09-13,53037019,0.7237594924846447,0.2762405075153553
2023-08-27,52536234,0.8605084911503099,0.1394915088496901
2023-09-17,53144636,0.7972419424908421,0.20275805750915793
2023-08-12,52139690,0.902050454922847,0.097949545077153
2023-08-12,52139043,0.8227428965686203,0.17725710343137968
2023-07-26,51697151,0.6762230658984588,0.3237769341015412
2023-09-15,53083560,0.8165456389185322,0.18345436108146781
2023-08-13,52158141,0.8811631324038769,0.11883686759612307
2023-08-23,52436569,0.7381955557639293,0.2618044442360708
2023-08-28,52577395,0.7458112110778365,0.2541887889221635
2023-08-22,52415863,0.6406310090686815,0.3593689909313185
2023-08-17,52279660,0.5637255471802911,0.43627445281970884
2023-07-30,51813102,0.8625561204532931,0.1374438795467069
2023-08-29,52603065,0.734351586789972,0.26564841321002797
2023-08-23,52427841,0.8604969072464442,0.13950309275355577
2023-07-29,51795539,0.612676086612674,0.38732391338732597
2023-09-04,52778478,0.7594175848275145,0.2405824151724855
2023-07-31,51831605,0.8445982909523817,0.15540170904761832
2023-09-16,53110199,0.6644506452486587,0.3355493547513413
2023-07-26,51707456,0.7441615987424348,0.25583840125756513
2023-08-24,52447997,0.9107823983243585,0.08921760167564151
2023-09-06,52830152,0.7939174440104678,0.20608255598953215
2023-09-09,52905692,0.7746955584716677,0.22530444152833234
2023-08-20,52344751,0.8601131578558254,0.13988684214417463
2023-08-13,52158782,0.7871420998806948,0.21285790011930514
2023-08-31,52668511,0.7622203276801274,0.2377796723198726
2023-07-25,51689808,0.8494280461212887,0.15057195387871122
2023-09-04,52792166,0.7014443718443875,0.2985556281556125
2023-09-14,53054591,0.7837243483574523,0.21627565164254767
2023-09-11,52973600,0.7496629216857817,0.2503370783142183
2023-08-16,52247938,0.8716765821571871,0.1283234178428129
2023-07-20,51545277,0.8584775049287754,0.14152249507122458
2023-08-06,52001681,0.7492692154174999,0.2507307845825001
2023-08-16,52248460,0.6517959434619034,0.34820405653809666
2023-08-23,52423145,0.8258864156095176,0.17411358439048244
2023-07-25,51686667,0.8255148539016924,0.17448514609830756
2023-09-01,52710044,0.7107566147538735,0.28924338524612647
2023-09-10,52942197,0.7247547885584364,0.27524521144156355
2023-07-28,51757089,0.8163306361683077,0.1836693638316923
2023-09-14,53064405,0.582877944563062,0.41712205543693803
2023-08-19,52332585,0.8962577804600527,0.10374221953994736
2023-08-15,52217184,0.834222291891879,0.16577770810812098
2023-08-31,52678371,0.752687641988758,0.24731235801124202
2023-08-20,52350892,0.6459266354500651,0.3540733645499349
2023-09-14,53056421,0.7445708834138951,0.2554291165861049
2023-09-11,52974344,0.8124402343106658,0.18755976568933413
2023-09-07,52858924,0.7168085127801246,0.2831914872198754
2023-08-01,51858804,0.7213389193594792,0.27866108064052075
2023-08-29,52611784,0.8339906439648269,0.16600935603517306
2023-08-20,52349488,0.7279940877291924,0.2720059122708076
2023-09-07,52864876,0.7859690341864775,0.21403096581352257
2023-09-03,52739454,0.8721877098713036,0.12781229012869644
2023-09-06,52826140,0.7872634490717174,0.2127365509282826
2023-08-17,52259786,0.830101946014869,0.16989805398513103
2023-07-31,51827075,0.8596696331748139,0.14033036682518607
2023-08-19,52319210,0.8246960477348755,0.17530395226512446
2023-08-12,52146808,0.8352462427787894,0.1647537572212106
2023-09-15,53081445,0.7757437842036133,0.2242562157963867
2023-08-20,52337071,0.818376014516642,0.18162398548335804
2023-08-27,52538250,0.8270797239538727,0.17292027604612728
2023-07-31,51838630,0.9062814437101749,0.09371855628982505
2023-08-26,52525736,0.8466814912416352,0.1533185087583648
2023-07-24,51655640,0.8704986498731404,0.12950135012685954
2023-09-15,53095708,0.7795148531545093,0.22048514684549075
2023-08-26,52508561,0.8428504171257337,0.15714958287426628
2023-08-22,52412823,0.7535966680966752,0.24640333190332475
2023-09-09,52908366,0.7462020436703269,0.253797956329673
2023-09-03,52755775,0.6995249010631227,0.3004750989368773
2023-08-19,52322059,0.8970182543802191,0.1029817456197809
2023-08-24,52464371,0.8701060973712715,0.12989390262872844
2023-08-20,52340843,0.8919370116002696,0.10806298839973037
2023-07-28,51754233,0.7775005459257336,0.22249945407426638
2023-09-04,52779528,0.728127314815256,0.271872685184744
2023-08-23,52431468,0.7681159184170302,0.2318840815829698
2023-08-17,52236581,0.6853164976973856,0.3146835023026144
2023-08-25,52487551,0.7685584726965796,0.23144152730342038
2023-09-16,53113536,0.8948058356635804,0.1051941643364196
2023-08-24,52448974,0.830878982065038,0.16912101793496206
2023-08-31,52664467,0.8608385658919515,0.13916143410804846
2023-07-25,51670989,0.870434277342056,0.129565722657944
2023-08-06,51991826,0.7420980937355524,0.25790190626444764
2023-07-22,51597189,0.8823230187361377,0.11767698126386231
2023-09-03,52629682,0.84535447156432,0.15464552843568002
2023-09-11,52959854,0.7111364040073134,0.28886359599268663
2023-08-30,52627609,0.8117820794672841,0.1882179205327159
2023-08-06,52000897,0.8393433415647418,0.16065665843525823
2023-08-01,51870748,0.8161872928112825,0.18381270718871742
2023-08-30,52639593,0.7831832098616123,0.21681679013838778
2023-09-06,52831184,0.8894534295082808,0.11054657049171923
2023-09-08,52903368,0.6968542913058111,0.3031457086941889
2023-08-14,52176294,0.7907518909638479,0.20924810903615207
2023-08-07,52019328,0.7302839069895142,0.2697160930104858
2023-08-14,52176961,0.8358392327144841,0.1641607672855159
2023-08-29,52619005,0.742154202410144,0.2578457975898561
2023-08-25,52490373,0.8262313215773986,0.1737686784226014
2023-09-15,53096408,0.7593034766820199,0.24069652331798005
2023-08-15,52209374,0.7531545904932208,0.24684540950677927
2023-08-08,52029415,0.6746967412360072,0.32530325876399285
2023-09-05,52803537,0.8849566193625338,0.11504338063746622
2023-09-17,53131795,0.8458224973780715,0.1541775026219285
2023-08-29,52619875,0.7546268777572422,0.24537312224275773
2023-09-04,52785413,0.9145016477625068,0.08549835223749325
2023-08-10,52099887,0.92122727876216,0.07877272123783995
2023-08-05,51960539,0.6721468807273867,0.3278531192726133
2023-09-08,52900970,0.9145408960918575,0.08545910390814243
2023-08-19,52332714,0.7270434149815546,0.27295658501844544
2023-08-20,52340004,0.8466146110952352,0.1533853889047648
2023-09-14,53053799,0.7371475279878439,0.26285247201215606
2023-09-11,52984584,0.8451969835776181,0.1548030164223819
2023-07-26,51710069,0.8674699731937072,0.1325300268062928
2023-09-17,53130915,0.7515982007778509,0.2484017992221491
2023-08-14,52188365,0.7985120602768148,0.20148793972318518
2023-08-16,52236613,0.8680192058541771,0.1319807941458229
2023-08-24,52465706,0.8444460427588296,0.15555395724117035
2023-08-30,52630568,0.8552625881371237,0.14473741186287623
2023-08-02,51880834,0.8889681200247164,0.11103187997528365
2023-09-13,53034167,0.6963389291262525,0.3036610708737475
2023-08-23,52429343,0.7931066673315941,0.20689333266840598
2023-09-06,52628529,0.9044238884608475,0.09557611153915245
2023-08-31,52666237,0.6875455239320982,0.3124544760679018
2023-08-24,52450271,0.8757253381418141,0.12427466185818595
2023-09-11,52959305,0.7629838497336423,0.23701615026635772
2023-08-20,52361204,0.6842515749393485,0.3157484250606515
2023-08-21,52372410,0.8166299358436027,0.18337006415639728
2023-08-16,52253558,0.7983014831676976,0.20169851683230242
2023-09-09,52914032,0.8819918277452432,0.11800817225475685
2023-07-29,51775292,0.849991431582317,0.15000856841768298
2023-08-01,51865722,0.8498200619553908,0.15017993804460922
2023-09-12,53004938,0.7936487656132922,0.20635123438670774
2023-08-27,52551119,0.7733804417123096,0.22661955828769037
2023-08-12,52142904,0.8586080741848583,0.14139192581514168
2023-09-02,52720345,0.862911461127706,0.13708853887229402
2023-07-25,51691325,0.8222790301071403,0.17772096989285968
2023-09-05,52818943,0.8484442173730895,0.15155578262691055
2023-09-15,53074640,0.8536257668486456,0.14637423315135448
2023-08-20,52361178,0.5816318474229345,0.41836815257706544
2023-08-27,52538665,0.8969875857790407,0.10301241422095928
2023-09-02,52729425,0.7081131528736164,0.29188684712638363
2023-08-30,52648918,0.9033735507247259,0.09662644927527404
2023-07-21,51584458,0.7938297006366738,0.2061702993633262
2023-08-09,52052434,0.6750685944454324,0.3249314055545675
2023-08-23,52429695,0.7964950583206958,0.20350494167930425
2023-08-06,52000438,0.6869524042471127,0.3130475957528873
2023-09-07,52862853,0.7420838045917812,0.2579161954082188
2023-08-03,51906365,0.8849446054666709,0.11505539453332918
2023-07-21,51568321,0.8917650312124359,0.10823496878756414
2023-07-23,51618754,0.7627575912855223,0.23724240871447766
2023-08-13,52157215,0.6762230658984588,0.3237769341015412
2023-08-20,52360317,0.898369831566603,0.10163016843339705
2023-09-09,52922037,0.7878207759519653,0.2121792240480347
2023-09-04,52791065,0.7916276292083455,0.20837237079165447
2023-09-06,52840498,0.8660280487022665,0.13397195129773348
2023-08-09,52069529,0.82022124079087,0.17977875920912997
2023-08-31,52664736,0.8130713597957999,0.18692864020420003
2023-08-03,51907784,0.7337167377975655,0.2662832622024344
2023-09-15,53072116,0.7955644369604205,0.2044355630395795
