,application_id,predict_proba_0,predict_proba_1
0,51534076,0.8649872093870455,0.1350127906129545
1,51537011,0.8222956672898365,0.17770433271016348
2,51536870,0.7216932237291176,0.2783067762708824
3,51536807,0.6973815834129524,0.30261841658704763
4,51536629,0.8003579160110267,0.1996420839889733
5,51536533,0.6003370995897395,0.39966290041026054
6,51536485,0.7222541955160895,0.27774580448391045
7,51536262,0.9122891504241922,0.08771084957580776
8,51536067,0.7696821778439772,0.23031782215602284
9,51536048,0.7294636659119863,0.2705363340880137
10,51536578,0.8417721561771159,0.15822784382288416
11,51535766,0.7532526042438733,0.24674739575612667
12,51535762,0.8018810803589258,0.19811891964107423
13,51535280,0.6886055397596714,0.3113944602403286
14,51534784,0.7905148229021911,0.20948517709780892
15,51534746,0.8136243228556064,0.18637567714439357
16,51534717,0.7475261051506824,0.2524738948493176
17,51534444,0.8656637092302395,0.13433629076976053
18,51534240,0.7698330284356244,0.23016697156437563
19,51535993,0.7081131528736164,0.29188684712638363
20,51554847,0.7939823041874619,0.2060176958125381
21,51555426,0.9124435638650514,0.08755643613494857
22,51555639,0.8678256683509203,0.13217433164907966
23,51555910,0.7886996201338672,0.2113003798661328
24,51557455,0.8648303588930275,0.13516964110697244
25,51556605,0.7776387055608284,0.22236129443917163
26,51556845,0.8300693576727567,0.16993064232724334
27,51557085,0.8582551102951211,0.14174488970487886
28,51554612,0.858210637247442,0.14178936275255802
29,51556035,0.7661581934856498,0.2338418065143501
30,51554433,0.7014506026726653,0.29854939732733465
31,51553054,0.7893538261260761,0.21064617387392393
32,51553988,0.8896112225583034,0.11038877744169662
33,51553897,0.6711476412261297,0.3288523587738703
34,51553742,0.5713366380743139,0.4286633619256861
35,51553691,0.750075309332746,0.24992469066725395
36,51553592,0.7815465940711559,0.21845340592884407
37,51553571,0.739456231287801,0.2605437687121989
38,51553450,0.5836274979816931,0.41637250201830683
39,51553345,0.9139871857237881,0.08601281427621184
40,51558320,0.8487613481447988,0.15123865185520124
41,51553009,0.7700852589835838,0.22991474101641624
42,51552945,0.8196696684393804,0.18033033156061964
43,51554278,0.7523292025728712,0.2476707974271288
44,51558405,0.8204404296283158,0.1795595703716842
45,51560386,0.7860831870365697,0.21391681296343037
46,51558716,0.7589048563207009,0.24109514367929905
47,51563991,0.7803311540849545,0.21966884591504557
48,51563914,0.8623166721019059,0.13768332789809415
49,51562983,0.7938464704808862,0.2061535295191138
50,51562663,0.8819646955402912,0.11803530445970878
51,51562630,0.8797361955657311,0.12026380443426883
52,51561944,0.8901155521944455,0.10988444780555452
53,51561675,0.739830136045174,0.26016986395482594
54,51561661,0.9033461786527675,0.09665382134723251
55,51561560,0.8737367279134155,0.1262632720865845
56,51561543,0.8534069282738086,0.14659307172619138
57,51561537,0.7861831570084715,0.21381684299152848
58,51558441,0.8749917073971292,0.1250082926028708
59,51561332,0.8322639595501613,0.16773604044983867
60,51561034,0.8057541174079617,0.19424588259203834
61,51560820,0.889030715669902,0.11096928433009798
62,51560594,0.808348276773218,0.19165172322678203
63,51552837,0.8706681568938918,0.12933184310610826
64,51560176,0.8572357822210201,0.14276421777897982
65,51560037,0.7499306622680462,0.25006933773195383
66,51559303,0.7470961126448854,0.25290388735511465
67,51559053,0.8775787193349281,0.12242128066507187
68,51558962,0.6886055397596714,0.3113944602403286
69,51558930,0.6679284791306376,0.3320715208693624
70,51558766,0.6081653051974572,0.3918346948025429
71,51561112,0.7386721272561574,0.2613278727438426
72,51551888,0.8891633812367987,0.11083661876320126
73,51552858,0.9007688224223411,0.09923117757765888
74,51542796,0.8960122903007329,0.10398770969926709
75,51546102,0.8953715239928022,0.10462847600719784
76,51545959,0.4908059569899158,0.5091940430100842
77,51545490,0.9205960123757215,0.07940398762427853
78,51545293,0.8471348971347852,0.1528651028652148
79,51545265,0.8378793170395491,0.16212068296045096
80,51544037,0.7452825937302089,0.2547174062697911
81,51543315,0.6919179916464029,0.30808200835359706
82,51543259,0.8291766316062469,0.1708233683937531
83,51551875,0.7664611092766378,0.2335388907233622
84,51542584,0.8741002921066707,0.12589970789332933
85,51542563,0.8410138655859297,0.15898613441407028
86,51546157,0.7333496277410684,0.2666503722589316
87,51542557,0.9164104038279209,0.08358959617207906
88,51540093,0.928918377114876,0.07108162288512394
89,51540065,0.866816669803384,0.13318333019661596
90,51539934,0.859575848166336,0.140424151833664
91,51539666,0.7115369822923368,0.28846301770766325
92,51538829,0.6832869196118658,0.31671308038813417
93,51538617,0.7135942699195604,0.28640573008043957
94,51538071,0.9011654319011307,0.09883456809886929
95,51537843,0.6587039826698531,0.3412960173301469
96,51537638,0.7775609973266322,0.22243900267336786
97,51537491,0.7644870392750887,0.23551296072491135
98,51537363,0.7171110417592651,0.2828889582407349
99,51541012,0.7507992546667621,0.24920074533323794
100,51546318,0.8850514582982644,0.11494854170173567
101,51545893,0.8421736836280941,0.15782631637190594
102,51547074,0.9071621441875959,0.09283785581240414
103,51551730,0.7048501757005855,0.2951498242994145
104,51551644,0.6762230658984588,0.3237769341015412
105,51551531,0.7305004585257435,0.26949954147425653
106,51551373,0.8145216036751258,0.1854783963248742
107,51550874,0.6014810074849655,0.3985189925150345
108,51550726,0.8365627613114383,0.16343723868856178
109,51550558,0.756127512501487,0.24387248749851292
110,51550133,0.8704587803448567,0.12954121965514334
111,51546871,0.7683369941247733,0.2316630058752267
112,51549858,0.7063256202331686,0.2936743797668314
113,51549465,0.8920429309091729,0.10795706909082715
114,51549311,0.9017639428389531,0.09823605716104686
115,51550086,0.9218440194508324,0.07815598054916766
116,51548568,0.7790100637498405,0.22098993625015953
117,51547100,0.8439478207225447,0.15605217927745532
118,51547558,0.8929075001972115,0.10709249980278851
119,51547870,0.7636228224701473,0.23637717752985268
120,51547451,0.7364386990841809,0.26356130091581914
121,51547900,0.8709479217241158,0.12905207827588416
122,51547921,0.706424765009536,0.293575234990464
123,51548084,0.7398737413199419,0.2601262586800581
124,51581969,0.8704633866841325,0.12953661331586758
125,51582337,0.713615004971768,0.286384995028232
126,51582589,0.7806900019128511,0.21930999808714888
127,51582850,0.9018108743823475,0.09818912561765246
128,51583167,0.9086402672952361,0.09135973270476395
129,51584302,0.7992617645964173,0.20073823540358277
130,51584330,0.710900083699088,0.2890999163009121
131,51585198,0.8876081040611712,0.11239189593882887
132,51585040,0.8981065799842405,0.10189342001575953
133,51581791,0.8851210236906675,0.11487897630933247
134,51584554,0.7504224598764363,0.24957754012356373
135,51584728,0.6634121448005645,0.33658785519943546
136,51584743,0.8488754690962625,0.15112453090373748
137,51580730,0.8818142316999337,0.11818576830006634
138,51579285,0.7906044035512024,0.2093955964487976
139,51580289,0.8300985369706574,0.1699014630293426
140,51580102,0.5763757548787544,0.42362424512124564
141,51580085,0.778079209706717,0.22192079029328302
142,51580037,0.7487214045859025,0.2512785954140975
143,51579960,0.8685947920300896,0.13140520796991043
144,51579882,0.755642417201761,0.24435758279823905
145,51578606,0.6810850420067256,0.3189149579932744
146,51578708,0.7323078322251577,0.2676921677748422
147,51578954,0.8720109223044404,0.1279890776955596
148,51579760,0.7171110417592651,0.2828889582407349
149,51579495,0.8524167052985799,0.14758329470142006
150,51579314,0.8628488839142527,0.13715111608574732
151,51585223,0.8967080343698811,0.1032919656301189
152,51580633,0.7627013408926036,0.2372986591073964
153,51585315,0.7532192917540296,0.24678070824597045
154,51589533,0.7080143426136811,0.2919856573863188
155,51585826,0.7171110417592651,0.2828889582407349
156,51590581,0.8162045632429591,0.18379543675704088
157,51590565,0.8853347494580921,0.1146652505419079
158,51590529,0.8082569136520695,0.19174308634793047
159,51590106,0.699057135851674,0.300942864148326
160,51589581,0.7335617183318056,0.2664382816681944
161,51578087,0.7335617183318056,0.2664382816681944
162,51589367,0.744026225819709,0.255973774180291
163,51589256,0.8206374920033266,0.17936250799667341
164,51589225,0.8398024033594516,0.16019759664054842
165,51589107,0.7521195182197764,0.24788048178022354
166,51589091,0.734104999609571,0.265895000390429
167,51589043,0.7868922805731743,0.2131077194268257
168,51588970,0.7080143426136811,0.2919856573863188
169,51588686,0.6777071583390561,0.32229284166094385
170,51588671,0.9113383271793842,0.08866167282061575
171,51588528,0.6546358881880343,0.34536411181196564
172,51587752,0.8491512176312777,0.15084878236872235
173,51587726,0.7012891755111017,0.29871082448889824
174,51587358,0.7798585228341565,0.2201414771658435
175,51587165,0.783735232042091,0.21626476795790903
176,51586957,0.8439758834549768,0.15602411654502327
177,51586874,0.9053918886944566,0.09460811130554339
178,51586619,0.8804508380625061,0.11954916193749388
179,51586563,0.85357327165484,0.14642672834516002
180,51586472,0.6726390571711633,0.3273609428288366
181,51586462,0.7335617183318056,0.2664382816681944
182,51586459,0.8894921340226396,0.11050786597736037
183,51586183,0.7452825937302089,0.2547174062697911
184,51585860,0.7124752921628092,0.28752470783719075
185,51585671,0.9202872663380237,0.0797127336619763
186,51577723,0.8082742111107382,0.19172578888926187
187,51570075,0.7997601440519115,0.2002398559480884
188,51577196,0.9031520689076855,0.0968479310923145
189,51569159,0.8981219186199006,0.10187808138009934
190,51568782,0.6502956832843498,0.3497043167156501
191,51568410,0.8098160054124428,0.19018399458755716
192,51567427,0.6855303134775491,0.3144696865224509
193,51567410,0.8566590170917401,0.14334098290825995
194,51567374,0.7108155957114433,0.28918440428855674
195,51567157,0.7045896134644078,0.29541038653559215
196,51566923,0.7317858712896002,0.2682141287103999
197,51566707,0.8429695835632097,0.15703041643679025
198,51566300,0.682276822339289,0.31772317766071106
199,51566238,0.8491548250157197,0.1508451749842803
200,51566072,0.9294652503473262,0.07053474965267376
201,51565891,0.6734559961464484,0.32654400385355165
202,51565882,0.6840601565671363,0.31593984343286374
203,51565641,0.8964907108672585,0.1035092891327415
204,51565469,0.6920577526416924,0.30794224735830755
205,51565464,0.719651672810899,0.2803483271891009
206,51565033,0.7837936713526665,0.2162063286473335
